PersonDOB,PersonAge,NumFollowers,,
3/14/1977,44,988955,,
8/7/1995,26,528297,,
8/16/2000,21,985851,,
6/30/1963,58,625271,,
5/27/2002,19,210918,,
5/14/1958,63,819429,,
9/9/2004,17,772832,,
3/23/1991,30,629702,,
4/21/1958,63,144583,,
11/26/2000,20,616319,,
7/28/1981,40,398100,,
11/14/1987,33,847757,,
5/21/1974,47,648681,,
5/29/1958,63,900637,,
4/5/1989,32,86735,,
4/23/1977,44,404049,,
3/23/1972,49,407381,,
5/25/2001,20,535844,,
5/28/2008,13,873154,,
4/15/2006,15,172578,,
7/26/1989,32,35060,,
4/27/1965,56,132414,,
11/19/2006,14,334286,,
12/5/1984,36,136043,,
6/21/1961,60,45875,,
3/2/1956,65,988373,,
4/12/1993,28,390058,,
7/24/1982,39,24114,,
7/30/1969,52,103978,,
10/7/1960,60,503814,,
7/28/1975,46,672329,,
2/25/1961,60,721608,,
3/12/1972,49,680812,,
9/21/1997,23,137715,,
1/6/1987,34,593799,,
11/20/1972,48,644486,,
5/1/1957,64,843560,,
11/12/1989,31,71597,,
4/11/2011,10,443678,,
5/22/1962,59,668224,,
2/22/2009,12,469479,,
1/17/1980,41,736406,,
12/29/2014,6,204072,,
9/1/2003,18,871005,,
11/14/1982,38,349189,,
3/2/1977,44,172397,,
6/6/1965,56,273413,,
12/9/1987,33,489265,,
1/28/1958,63,155130,,
7/19/1958,63,881000,,
4/26/2006,15,36891,,
3/11/2012,9,290276,,
10/19/1992,28,753481,,
7/12/2007,14,909370,,
7/7/1987,34,199002,,
3/25/1987,34,441105,,
12/16/1973,47,597863,,
4/27/2008,13,206156,,
4/20/1982,39,47931,,
5/7/1990,31,482921,,
12/10/1990,30,5747,,
12/17/2010,10,600142,,
12/16/1968,52,347951,,
8/4/1994,27,970528,,
11/8/2004,16,458558,,
5/17/1958,63,668899,,
12/6/2000,20,946700,,
4/16/2014,7,388046,,
12/24/2000,20,607013,,
7/1/2009,12,937358,,
9/3/1996,25,10399,,
5/20/1995,26,359940,,
9/14/2010,11,318999,,
9/17/2000,21,819312,,
12/9/1980,40,661268,,
10/5/1958,62,282745,,
6/6/1956,65,36917,,
1/11/1991,30,101146,,
4/20/1959,62,636810,,
3/9/1979,42,77578,,
4/16/1989,32,465761,,
8/5/1969,52,133659,,
4/21/2001,20,357778,,
5/8/1995,26,960876,,
7/7/1960,61,79180,,
7/10/1957,64,583357,,
2/6/1997,24,947062,,
12/6/1987,33,514985,,
6/2/2014,7,718432,,
6/19/1991,30,392239,,
8/24/1959,62,365347,,
8/2/1984,37,361651,,
2/28/1957,64,97382,,
3/5/2008,13,271908,,
10/29/1965,55,40082,,
4/5/1996,25,601362,,
6/22/2004,17,248324,,
5/6/1971,50,350534,,
2/1/1965,56,497810,,
12/11/1985,35,149696,,
4/25/2007,14,941305,,
2/26/2010,11,238436,,
12/9/1968,52,595911,,
1/31/1958,63,161426,,
12/23/1984,36,331290,,
2/18/2002,19,3491,,
11/26/1978,42,238774,,
11/5/1963,57,356710,,
6/1/1997,24,801385,,
5/13/1962,59,907645,,
10/27/1979,41,142249,,
1/28/1973,48,170603,,
6/28/1960,61,185762,,
12/13/2005,15,215053,,
4/1/1966,55,520675,,
4/28/1960,61,845570,,
2/1/1984,37,860149,,
1/31/1980,41,552807,,
9/2/2007,14,543685,,
1/23/2000,21,963850,,
4/4/1958,63,263853,,
7/5/2015,6,185504,,
10/4/2012,8,346530,,
4/20/1980,41,457010,,
7/25/1972,49,574426,,
7/30/1966,55,778482,,
11/16/2005,15,393983,,
1/29/1959,62,396783,,
12/14/2005,15,228487,,
12/21/1978,42,161001,,
10/12/1960,60,345693,,
5/14/2014,7,146460,,
2/16/1987,34,75514,,
4/17/1993,28,612208,,
3/8/1996,25,802683,,
1/27/2001,20,485217,,
3/27/1971,50,521722,,
9/19/1957,64,670864,,
3/23/1959,62,831086,,
5/31/1979,42,150884,,
3/15/1960,61,456225,,
9/4/2012,9,90530,,
7/20/1972,49,913844,,
1/9/1981,40,289773,,
6/29/1980,41,112976,,
1/6/2000,21,526295,,
12/18/2006,14,168747,,
4/5/1964,57,692079,,
2/24/1983,38,721416,,
12/17/1994,26,979809,,
6/30/1993,28,505282,,
7/14/2003,18,977,,
9/9/1993,28,225764,,
4/17/1988,33,994131,,
12/21/2005,15,426736,,
5/5/2007,14,749113,,
10/13/1972,48,661859,,
12/10/1963,57,76128,,
10/17/1998,22,588709,,
8/6/2003,18,947780,,
8/7/1972,49,126399,,
1/10/1959,62,102551,,
9/2/2010,11,688195,,
9/18/2000,21,368427,,
5/12/1962,59,12481,,
8/28/2011,10,887664,,
7/20/1991,30,32935,,
1/26/1983,38,354723,,
11/15/1981,39,957519,,
6/2/1959,62,348523,,
5/19/1965,56,492989,,
1/3/1956,65,436173,,
3/21/2010,11,290856,,
9/21/1960,61,521922,,
7/24/1965,56,656699,,
4/30/1991,30,916085,,
7/22/1986,35,690423,,
5/23/2010,11,559232,,
4/12/2015,6,732815,,
8/13/1969,52,762813,,
11/10/1971,49,283961,,
1/23/1986,35,905195,,
9/23/1961,60,786953,,
9/2/2008,13,692265,,
9/24/1981,39,965256,,
11/2/1978,42,540402,,
12/9/1964,56,714199,,
3/5/2008,13,598056,,
2/22/2001,20,792858,,
8/9/1972,49,650532,,
4/4/1987,34,800684,,
1/10/1974,47,248706,,
1/9/1986,35,889840,,
5/28/2001,20,835208,,
7/29/2007,14,300790,,
8/19/1964,57,731312,,
12/3/1996,24,148372,,
10/6/2007,13,805769,,
9/12/1995,26,247188,,
2/10/1979,42,834340,,
3/7/1975,46,331775,,
2/7/1980,41,826126,,
5/27/1966,55,252906,,
7/13/2006,15,175361,,
5/12/1971,50,530587,,
1/8/1996,25,180717,,
10/1/2009,11,371831,,
2/22/1986,35,346104,,
11/30/2012,8,480274,,
3/8/1967,54,31427,,
7/7/1958,63,134627,,
8/7/1984,37,942623,,
3/1/1968,53,851432,,
7/29/1967,54,150263,,
2/12/1969,52,399361,,
10/22/2000,20,815157,,
6/24/1993,28,260246,,
4/2/1962,59,432416,,
8/26/1989,32,723585,,
10/19/2008,12,871663,,
7/16/2011,10,177448,,
10/13/1977,43,548738,,
1/4/1979,42,546023,,
7/1/2004,17,313267,,
9/12/2014,7,100038,,
9/26/1979,41,436961,,
10/30/2013,7,268550,,
4/10/1983,38,424927,,
4/21/2001,20,136628,,
8/10/1956,65,458207,,
7/7/1982,39,13338,,
2/20/1993,28,224549,,
7/11/1959,62,321380,,
12/15/1974,46,773310,,
1/7/1959,62,909968,,
9/6/1994,27,462148,,
9/7/1972,49,52154,,
5/30/1993,28,641766,,
3/19/1964,57,719155,,
4/13/2009,12,257521,,
11/25/1992,28,849146,,
2/27/2014,7,333493,,
9/12/2003,18,396702,,
9/15/2007,14,396359,,
7/28/2014,7,641364,,
11/8/1999,21,829350,,
4/8/2002,19,865766,,
6/9/1967,54,274296,,
11/16/1955,65,666081,,
11/10/2001,19,948005,,
9/12/1960,61,753750,,
6/24/2001,20,509535,,
8/20/1996,25,432953,,
7/19/2013,8,89260,,
2/27/1959,62,823854,,
4/8/2003,18,608942,,
9/20/1969,52,681984,,
10/14/2000,20,194913,,
3/23/1988,33,851105,,
6/13/2012,9,841503,,
5/22/1972,49,37798,,
12/7/1963,57,763099,,
6/9/1958,63,570566,,
1/27/1998,23,988044,,
9/18/2010,10,314376,,
3/26/1997,24,653442,,
7/22/1962,59,788213,,
1/30/2003,18,70398,,
10/15/1981,39,284168,,
2/13/1962,59,840478,,
10/21/2007,13,38282,,
4/7/1998,23,453956,,
7/24/1974,47,841411,,
6/21/1998,23,334435,,
8/9/1968,53,246525,,
12/11/1965,55,131677,,
1/29/1975,46,568946,,
2/19/1982,39,648599,,
4/4/1956,65,238746,,
12/12/1963,57,624459,,
9/24/1985,35,892705,,
12/9/1967,53,287426,,
11/27/1990,30,867651,,
3/27/2003,18,310542,,
1/8/1959,62,583676,,
9/14/1978,43,588556,,
4/6/1978,43,37068,,
2/12/1965,56,830397,,
7/9/1960,61,781723,,
12/27/1970,50,771897,,
6/22/1996,25,984966,,
3/29/1959,62,535349,,
11/4/1991,29,88779,,
10/31/1956,64,357488,,
4/8/1961,60,508764,,
10/20/1994,26,595916,,
6/6/1991,30,625129,,
4/13/2011,10,118922,,
1/11/1957,64,653612,,
12/1/2008,12,984223,,
2/3/2005,16,591508,,
10/9/1975,45,482765,,
12/30/2007,13,204910,,
4/1/1987,34,39814,,
3/23/1983,38,965380,,
2/4/1965,56,940348,,
6/15/1989,32,699357,,
12/4/2014,6,91074,,
4/4/1964,57,127684,,
5/3/2012,9,673379,,
4/28/1992,29,656504,,
7/23/1977,44,857168,,
7/3/1969,52,305795,,
9/10/2006,15,136520,,
3/30/1965,56,542675,,
9/24/2009,11,869993,,
4/15/1998,23,265563,,
9/4/2001,20,944298,,
9/10/2010,11,564216,,
10/31/2011,9,972442,,
10/6/1996,24,398677,,
9/5/1993,28,983575,,
10/23/1959,61,900988,,
6/25/1964,57,549551,,
1/15/1962,59,280062,,
4/19/1956,65,259871,,
5/4/1974,47,193223,,
3/27/1986,35,953099,,
10/29/2005,15,66763,,
10/7/1982,38,578894,,
11/19/1996,24,246360,,
9/1/2006,15,422596,,
1/16/1975,46,147954,,
11/17/1975,45,230284,,
1/5/1965,56,71604,,
6/10/1975,46,666232,,
8/3/1996,25,860908,,
7/3/2012,9,746120,,
7/17/1997,24,166296,,
6/2/1959,62,441146,,
1/10/1970,51,773926,,
7/18/2012,9,756896,,
5/18/2007,14,589178,,
8/29/1984,37,54171,,
9/16/1990,31,973880,,
2/12/1964,57,410492,,
8/23/1995,26,550387,,
9/24/1967,54,454374,,
3/10/1960,61,682429,,
9/18/1988,33,429557,,
12/12/2002,18,915275,,
3/20/1996,25,491664,,
6/1/1960,61,523630,,
5/5/1959,62,832358,,
9/13/1998,23,59469,,
10/16/1998,22,820301,,
12/8/1990,30,284986,,
8/8/1982,39,928155,,
12/9/1985,35,422039,,
7/26/1976,45,737538,,
7/15/1973,48,360667,,
10/2/1969,51,68499,,
2/3/1993,28,148548,,
10/10/1983,37,589763,,
7/29/1956,65,218059,,
6/29/1965,56,604446,,
4/24/1965,56,123416,,
12/10/2006,14,624703,,
5/25/1981,40,100140,,
6/8/2014,7,985572,,
3/30/1979,42,960657,,
4/16/1982,39,23987,,
10/2/1988,32,12201,,
11/13/1961,59,852947,,
5/4/2004,17,911778,,
11/2/2011,9,780679,,
10/16/1958,62,498176,,
4/7/1995,26,12401,,
5/31/2001,20,934697,,
3/25/1962,59,397844,,
10/7/1976,44,21703,,
1/8/2012,9,466616,,
1/21/1986,35,68113,,
8/1/1970,51,661451,,
8/24/2010,11,119913,,
6/1/1962,59,126833,,
11/9/2001,19,574303,,
5/21/2002,19,531498,,
3/18/1970,51,164677,,
6/19/2008,13,255185,,
3/29/1992,29,131336,,
8/26/1956,65,947790,,
1/19/1958,63,50124,,
9/19/1965,56,803503,,
7/31/1964,57,625897,,
8/17/1992,29,297320,,
12/18/1956,64,720285,,
11/17/1982,38,641689,,
11/25/1975,45,795179,,
8/18/1970,51,3496,,
7/12/2005,16,27247,,
8/13/1985,36,121939,,
6/7/2005,16,385656,,
3/1/1960,61,237760,,
11/8/1994,26,488091,,
6/12/1978,43,207639,,
5/19/2013,8,94729,,
11/10/1960,60,65551,,
12/23/1963,57,206521,,
10/27/1967,53,272526,,
1/15/1972,49,278249,,
7/12/1979,42,790984,,
6/24/1957,64,777047,,
4/9/1999,22,930549,,
11/26/1997,23,78019,,
6/25/2008,13,765450,,
1/26/2007,14,88603,,
10/30/1958,62,154488,,
4/17/1996,25,376468,,
8/30/1986,35,944947,,
7/4/1966,55,186709,,
2/27/1994,27,77173,,
2/7/1990,31,633715,,
6/4/1961,60,969454,,
7/29/1980,41,132561,,
2/12/1987,34,515354,,
7/4/1967,54,255603,,
8/1/2013,8,210774,,
2/22/2012,9,98101,,
1/25/1967,54,456993,,
7/16/1969,52,122101,,
3/7/1957,64,134158,,
3/18/2014,7,866646,,
6/22/1960,61,238022,,
9/20/1999,21,75293,,
5/15/1977,44,242264,,
1/15/1987,34,373051,,
6/19/2004,17,657271,,
2/11/2004,17,853597,,
5/21/2010,11,928955,,
11/15/1973,47,202324,,
1/29/1988,33,886923,,
7/19/1988,33,17499,,
2/17/1992,29,958511,,
4/21/2005,16,54011,,
8/9/2002,19,562313,,
6/30/2007,14,6722,,
4/10/2001,20,798031,,
9/26/1992,28,110565,,
9/22/1995,25,98950,,
4/13/1988,33,372704,,
10/2/2013,7,864728,,
5/18/1956,65,510646,,
4/12/2003,18,855583,,
4/27/1992,29,516115,,
12/20/1968,52,714245,,
7/28/1976,45,127887,,
9/1/1995,26,211938,,
9/9/1975,46,486538,,
3/24/1967,54,929942,,
5/18/2012,9,622174,,
11/8/1966,54,886806,,
10/30/1971,49,83339,,
8/29/1986,35,699830,,
7/26/1992,29,254735,,
1/12/1982,39,592075,,
12/4/1971,49,716204,,
4/28/1970,51,582412,,
3/11/1993,28,829126,,
10/21/1976,44,794088,,
6/28/1973,48,600882,,
1/2/1994,27,791162,,
6/20/1997,24,548771,,
5/21/2011,10,338846,,
11/2/1994,26,837477,,
1/13/2007,14,373263,,
10/16/1968,52,368610,,
8/7/2004,17,24441,,
3/30/1957,64,48603,,
7/28/1997,24,914420,,
8/28/1962,59,631544,,
11/14/1980,40,454901,,
5/1/1956,65,388185,,
4/10/1976,45,290301,,
9/29/1970,50,612637,,
6/20/2009,12,930217,,
8/24/1960,61,780795,,
5/9/2014,7,423615,,
2/1/1957,64,850969,,
7/4/1993,28,403389,,
8/28/2015,6,728146,,
11/3/2002,18,489830,,
4/18/1971,50,487097,,
11/12/1971,49,863939,,
2/6/2001,20,309698,,
10/22/1985,35,691039,,
9/16/1982,39,417755,,
8/19/1981,40,232331,,
9/28/1991,29,352088,,
1/8/2010,11,843558,,
10/18/2014,6,948067,,
11/28/2012,8,329118,,
5/10/1975,46,140592,,
11/16/1984,36,630758,,
1/21/1990,31,47204,,
4/28/2012,9,807855,,
9/4/1963,58,38666,,
1/25/1961,60,167167,,
9/25/1956,65,583941,,
5/22/1967,54,706826,,
7/13/1970,51,929257,,
7/30/1959,62,948631,,
1/16/1997,24,258044,,
12/13/2003,17,118157,,
6/26/1993,28,550748,,
8/25/1985,36,20023,,
11/4/1983,37,520011,,
7/23/1986,35,546793,,
1/16/2006,15,905344,,
9/14/2007,14,968155,,
12/12/1976,44,948265,,
1/20/1986,35,970227,,
2/6/1990,31,798445,,
11/16/1974,46,307905,,
12/29/1974,46,104332,,
8/12/1981,40,455117,,
10/12/2004,16,629666,,
2/15/2014,7,534331,,
1/10/1971,50,711244,,
12/7/1994,26,195968,,
5/28/1982,39,304530,,
3/13/1983,38,210777,,
9/16/1976,45,541930,,
9/11/1960,61,488375,,
10/2/2000,20,477423,,
1/3/1963,58,739261,,
7/22/1970,51,429179,,
7/31/1996,25,58111,,
12/23/2004,16,809209,,
9/19/1997,24,86673,,
12/26/1974,46,612133,,
6/29/1974,47,185273,,
1/14/2015,6,167948,,
1/14/1982,39,365837,,
10/3/1992,28,147761,,
11/9/1969,51,930774,,
8/26/1990,31,816121,,
1/8/2015,6,601807,,
4/16/2012,9,619816,,
2/10/1988,33,855784,,
10/22/2008,12,945523,,
4/11/2011,10,891470,,
11/2/1963,57,12936,,
9/21/1972,49,750060,,
2/25/2000,21,606614,,
3/26/2014,7,221163,,
12/3/1955,65,455081,,
8/13/1984,37,848143,,
1/9/2014,7,95893,,
2/4/2005,16,675430,,
7/27/1963,58,400687,,
4/29/1985,36,184273,,
2/19/1992,29,466796,,
11/9/1991,29,192047,,
8/4/1985,36,787005,,
9/21/1979,42,262072,,
3/10/1995,26,250538,,
9/30/1966,54,512020,,
3/3/2008,13,103225,,
5/12/1978,43,201212,,
6/5/1979,42,471197,,
11/11/1987,33,562406,,
1/12/1989,32,355765,,
9/14/1996,25,74629,,
7/24/1997,24,286508,,
8/23/1987,34,389108,,
1/21/1975,46,740524,,
12/5/1991,29,220161,,
9/26/2004,16,776017,,
3/11/1992,29,491230,,
11/1/2001,19,850620,,
10/12/1976,44,100447,,
5/13/1969,52,187624,,
2/14/2000,21,607,,
9/13/1991,30,673420,,
10/4/2010,10,223124,,
2/13/1963,58,740307,,
1/29/1983,38,48058,,
5/8/1989,32,211615,,
12/21/2006,14,316365,,
12/6/2002,18,280771,,
2/12/1959,62,932404,,
11/10/1994,26,210205,,
3/2/2010,11,778036,,
3/4/1986,35,468967,,
1/6/2004,17,624170,,
3/13/1991,30,956168,,
11/26/1960,60,943467,,
12/1/1968,52,976207,,
3/8/1977,44,191019,,
9/14/1984,37,474468,,
11/22/2001,19,459708,,
1/2/1991,30,462338,,
11/15/1977,43,11557,,
3/3/1956,65,46689,,
5/15/2001,20,713482,,
3/2/1962,59,384603,,
6/1/1978,43,233164,,
10/6/1992,28,166876,,
8/6/1959,62,661382,,
5/7/1980,41,498016,,
11/30/2000,20,440428,,
7/9/1982,39,599373,,
9/24/2008,12,112109,,
4/5/1984,37,276561,,
11/5/1956,64,424976,,
2/13/1970,51,199451,,
7/7/1995,26,587369,,
8/19/1989,32,135293,,
8/29/1958,63,647049,,
9/2/2002,19,356974,,
2/24/1965,56,800566,,
6/3/1991,30,694378,,
3/18/1982,39,780562,,
1/1/1961,60,976605,,
10/18/1957,63,764608,,
11/28/1958,62,574152,,
5/22/1979,42,374239,,
2/3/1991,30,959675,,
3/27/1969,52,419908,,
7/7/1974,47,824392,,
4/12/1971,50,926668,,
8/8/1958,63,83790,,
3/11/1977,44,794917,,
5/8/2010,11,123049,,
9/27/2004,16,733171,,
12/7/2010,10,529684,,
9/29/2000,20,682743,,
9/26/1960,61,404694,,
9/8/1999,22,298902,,
4/3/1975,46,117537,,
8/2/1998,23,827970,,
1/20/1985,36,944091,,
7/16/1966,55,796471,,
10/21/1980,40,202595,,
12/17/1959,61,276475,,
7/10/1956,65,413120,,
10/13/1964,56,134467,,
4/15/1965,56,283335,,
2/6/2012,9,944446,,
11/25/1972,48,299475,,
1/2/1968,53,597166,,
2/2/2014,7,535875,,
8/17/1973,48,755789,,
5/12/2014,7,233887,,
11/24/2013,7,758657,,
12/22/1998,22,94869,,
10/31/1976,44,710458,,
7/3/1967,54,136852,,
3/15/2006,15,998200,,
1/21/2009,12,56020,,
5/25/1977,44,435626,,
11/28/1980,40,547118,,
9/6/1986,35,16870,,
1/30/1973,48,720425,,
2/14/1975,46,291133,,
10/31/1959,61,797904,,
1/19/1977,44,816494,,
2/25/1999,22,379587,,
2/24/2010,11,601430,,
5/15/1987,34,907556,,
11/19/1956,64,235510,,
5/9/1983,38,865679,,
1/9/1972,49,586247,,
7/15/1965,56,381144,,
9/2/1991,30,893839,,
2/19/1968,53,786655,,
2/25/2001,20,862501,,
10/9/1990,30,934788,,
3/27/1995,26,667307,,
3/26/1982,39,971630,,
7/6/1975,46,101647,,
4/29/1990,31,267270,,
1/2/1960,61,484799,,
3/31/1968,53,40766,,
4/21/1959,62,974283,,
1/19/1972,49,295351,,
3/31/1963,58,970505,,
1/31/2008,13,805814,,
10/29/1999,21,43096,,
1/14/1972,49,601815,,
10/3/1974,46,759423,,
8/15/1972,49,939906,,
8/10/1989,32,320447,,
9/13/2007,14,332379,,
6/30/1963,58,355423,,
4/30/2007,14,198419,,
11/23/1982,38,558728,,
2/7/1957,64,183933,,
3/21/1984,37,316001,,
12/12/1983,37,458708,,
11/22/1998,22,874986,,
3/18/1959,62,377338,,
5/11/1991,30,506091,,
3/15/1998,23,887683,,
3/7/2005,16,661830,,
12/1/1989,31,452818,,
3/8/1996,25,358996,,
10/27/1968,52,326852,,
12/16/1992,28,607592,,
4/13/1956,65,768417,,
1/16/1996,25,416829,,
4/8/1967,54,430492,,
4/28/2000,21,633457,,
6/10/1985,36,715114,,
12/22/2005,15,910306,,
3/11/1970,51,681280,,
11/15/1972,48,602842,,
5/2/1978,43,709942,,
12/30/2007,13,755423,,
7/15/1981,40,621590,,
12/13/2011,9,112486,,
9/18/1967,54,518232,,
12/26/2011,9,635985,,
5/30/1972,49,906850,,
10/2/1968,52,764691,,
10/14/1958,62,895963,,
1/27/1973,48,574183,,
8/7/1958,63,342904,,
9/2/1978,43,473567,,
1/2/1962,59,520902,,
12/16/1977,43,884421,,
8/10/2008,13,310542,,
6/10/1999,22,768084,,
8/20/1999,22,908900,,
4/5/1992,29,183808,,
5/9/1962,59,543449,,
5/5/1974,47,66342,,
8/28/1994,27,32529,,
9/9/2007,14,991743,,
12/21/1987,33,559301,,
10/31/2012,8,467706,,
3/7/1995,26,70611,,
4/25/1963,58,322616,,
4/21/2015,6,502173,,
9/13/2013,8,829430,,
8/22/1981,40,154834,,
10/13/2005,15,507105,,
1/3/2013,8,525129,,
8/11/1975,46,487346,,
4/7/1996,25,295186,,
9/16/1983,38,717084,,
9/24/1957,64,684229,,
5/5/2015,6,538773,,
8/19/1997,24,868491,,
10/22/1997,23,477896,,
7/3/2008,13,844981,,
2/22/2003,18,177812,,
5/25/2004,17,652678,,
10/23/2013,7,379099,,
9/28/2000,20,275467,,
10/8/1999,21,146773,,
3/31/1972,49,319401,,
10/26/1955,65,260468,,
7/7/1964,57,947123,,
6/7/1987,34,123361,,
9/17/1970,51,428058,,
1/9/2000,21,149872,,
8/19/1974,47,767740,,
8/7/1974,47,462636,,
9/15/1998,23,165624,,
3/11/1997,24,198358,,
4/26/1989,32,363640,,
11/20/1984,36,349770,,
1/28/1989,32,713484,,
5/4/1971,50,541825,,
1/18/1984,37,266425,,
4/16/1973,48,545852,,
11/18/1963,57,268058,,
1/25/2002,19,220399,,
2/24/1963,58,658270,,
3/7/1997,24,895435,,
4/11/2004,17,840928,,
2/14/2001,20,181209,,
11/12/2011,9,262491,,
2/20/2007,14,842929,,
8/19/1983,38,740304,,
1/2/1990,31,83889,,
4/24/1995,26,775945,,
4/6/1998,23,65290,,
3/22/1964,57,372595,,
5/22/1990,31,558409,,
12/26/2004,16,619857,,
8/26/1956,65,32641,,
8/30/1974,47,993778,,
12/1/2009,11,10011,,
7/23/1957,64,537661,,
3/5/1990,31,583345,,
5/22/1977,44,40853,,
4/26/2011,10,254850,,
9/13/1983,38,660985,,
6/25/1966,55,143814,,
5/6/1984,37,414034,,
8/20/1988,33,652080,,
10/3/1968,52,973822,,
4/8/1970,51,184297,,
4/16/2000,21,906939,,
5/16/1973,48,247639,,
5/16/1979,42,522628,,
6/4/1958,63,21153,,
1/8/1961,60,201816,,
12/26/2007,13,98491,,
10/14/2008,12,136435,,
7/12/1959,62,46548,,
6/2/1980,41,689301,,
11/12/1976,44,291886,,
7/30/1985,36,197032,,
11/28/1980,40,9461,,
5/27/1964,57,192603,,
9/3/2006,15,471976,,
2/18/1990,31,265436,,
3/5/2003,18,780837,,
11/1/1959,61,67569,,
9/30/2004,16,53820,,
1/23/1957,64,732914,,
5/31/1968,53,289960,,
6/26/1982,39,258485,,
10/26/1982,38,707426,,
6/9/2014,7,593021,,
8/9/1980,41,88227,,
11/6/2003,17,753033,,
3/18/1976,45,69778,,
12/22/2006,14,712933,,
7/14/1996,25,611081,,
8/5/2012,9,35545,,
12/31/1983,37,642324,,
1/28/1964,57,605763,,
9/16/2006,15,222834,,
1/26/1990,31,590186,,
5/24/1971,50,674793,,
5/27/1997,24,456356,,
12/31/1982,38,447200,,
7/2/1974,47,592636,,
2/25/1990,31,165642,,
8/27/1998,23,244381,,
10/12/2011,9,275635,,
10/22/1990,30,410275,,
11/27/1979,41,898403,,
1/3/1983,38,575506,,
9/29/2010,10,302321,,
2/14/1962,59,152324,,
12/5/1981,39,209426,,
8/6/2007,14,595760,,
2/14/1972,49,757632,,
11/13/2002,18,441532,,
7/19/1971,50,42420,,
11/12/2006,14,501253,,
6/3/2006,15,375640,,
1/24/1969,52,740070,,
1/28/1989,32,352164,,
3/7/2006,15,924887,,
11/17/1957,63,243899,,
10/6/1961,59,526371,,
6/26/1956,65,284404,,
2/13/1958,63,443256,,
9/17/1986,35,558546,,
8/16/2014,7,431110,,
12/2/1965,55,359249,,
1/26/1998,23,802372,,
7/6/1963,58,87831,,
9/28/2009,11,786509,,
2/7/1981,40,781986,,
7/21/2006,15,847737,,
5/25/1998,23,655081,,
8/28/1998,23,492319,,
6/17/1970,51,255014,,
4/28/1995,26,630424,,
8/22/1965,56,266100,,
6/1/1994,27,913207,,
4/14/1959,62,662458,,
3/1/1987,34,449393,,
11/25/1981,39,403322,,
10/17/1999,21,719206,,
4/17/1974,47,870260,,
3/18/1995,26,615109,,
10/10/1968,52,438598,,
3/25/1969,52,536978,,
3/4/1981,40,939710,,
4/3/1996,25,345906,,
5/28/2007,14,849812,,
1/6/1965,56,698926,,
10/25/1974,46,533387,,
11/5/1982,38,187144,,
10/7/1966,54,711825,,
9/12/2008,13,434764,,
8/16/2015,6,378332,,
2/17/1969,52,883164,,
6/9/2015,6,364525,,
12/7/1955,65,784331,,
8/5/2009,12,602915,,
4/20/1986,35,858282,,
1/28/1996,25,659407,,
6/5/2007,14,357598,,
12/22/1982,38,144828,,
10/11/2014,6,518379,,
6/4/2005,16,361622,,
10/8/2011,9,640498,,
12/12/1978,42,145751,,
2/23/2006,15,399568,,
12/28/2004,16,844317,,
12/1/1994,26,601704,,
1/28/1966,55,718929,,
4/22/1980,41,259577,,
8/10/1979,42,236501,,
8/4/1995,26,704424,,
7/14/1971,50,5457,,
10/24/1980,40,336624,,
12/6/1957,63,145548,,
10/12/1962,58,620233,,
4/24/1970,51,931763,,
9/3/1962,59,433122,,
3/6/2005,16,866242,,
12/2/2005,15,707683,,
1/22/2013,8,118197,,
7/26/1976,45,799904,,
5/14/2001,20,786936,,
9/11/2008,13,609312,,
9/1/1965,56,590720,,
1/15/1962,59,630572,,
6/15/1994,27,715208,,
5/12/2015,6,17203,,
6/27/1956,65,398644,,
6/11/1988,33,250644,,
11/13/1998,22,464337,,
3/1/1962,59,444080,,
4/5/1987,34,959651,,
5/26/1995,26,286760,,
12/15/1972,48,28826,,
8/3/1984,37,500099,,
7/18/1958,63,982245,,
12/11/1993,27,911436,,
6/1/1969,52,298571,,
6/13/1986,35,827656,,
8/28/1981,40,428344,,
12/29/1984,36,583426,,
4/1/2007,14,509922,,
3/12/2004,17,950514,,
9/18/1971,50,825910,,
11/19/1988,32,318008,,
4/8/1987,34,838085,,
9/8/1977,44,982216,,
3/12/1958,63,414568,,
4/16/1996,25,729179,,
11/14/2003,17,137664,,
12/13/1977,43,251358,,
8/27/1979,42,674887,,
11/2/2014,6,476959,,
6/1/1997,24,741455,,
12/25/1966,54,627853,,
3/7/1983,38,3830,,
9/3/2009,12,74057,,
11/18/1963,57,523613,,
8/18/1965,56,440334,,
12/27/1982,38,45906,,
2/19/1963,58,990171,,
6/8/1969,52,583755,,
5/28/1983,38,89676,,
3/15/2007,14,267998,,
2/12/1988,33,595764,,
5/26/1984,37,537184,,
7/25/1986,35,347573,,
9/25/1983,37,699800,,
11/19/1963,57,807306,,
6/9/2012,9,628845,,
5/13/1990,31,296633,,
7/31/1979,42,432739,,
1/29/2010,11,555099,,
3/7/2011,10,879178,,
11/8/2011,9,742993,,
6/5/2005,16,4067,,
6/20/1974,47,902351,,
3/20/2009,12,263614,,
7/18/1976,45,16036,,
12/9/1975,45,96704,,
7/3/1963,58,988653,,
2/28/1998,23,154154,,
3/24/2010,11,498881,,
8/17/1970,51,60783,,
9/24/1969,52,222990,,
5/1/1992,29,13673,,
5/19/1981,40,750550,,
12/31/1965,55,236861,,
4/13/1984,37,591851,,
12/31/2005,15,140436,,
4/21/1996,25,913972,,
6/13/2013,8,487587,,
10/18/1959,61,44099,,
6/28/2009,12,896704,,
